100,NEM12,201803210850,WBAYM,
200,NMIxxxxxxx,E1,,E1,N1,41051514,kWh,30,
300,20170711,.06,.05,.05,.06,.05,.05,.05,.05,.06,.05,.05,.05,.05,.08,.05,.09,.14,.1,.09,.11,.16,.09,.52,.29,.38,.09,.12,.4,.11,.33,.06,.07,.06,.06,.14,.15,.15,.16,.39,.57,.17,.13,.12,.05,.05,.06,.05,.05,A,,,20170712032212,
300,20170712,.05,.05,.05,.06,.05,.05,.05,.06,.05,.05,.05,.05,.05,.05,.06,.05,.05,.05,.19,.13,.08,.09,.07,.14,.39,.17,.74,.11,.09,.05,.09,.28,.21,.1,.46,.27,.47,.59,.19,.17,.24,.76,.22,.16,.37,.05,.06,.05,V,,,20170713024638,
400,1,30,A,,
400,31,31,A,89,Time reset occurred
400,32,48,A,,
300,20170713,.05,.05,.06,.05,.05,.05,.05,.05,.06,.05,.55,.97,.46,.16,.05,.05,.16,.68,.06,.1,.05,.14,.09,.2,.09,.17,.17,.07,.06,.05,.05,.06,.05,.09,.06,.21,.15,.15,.23,.2,.25,.09,.06,.06,.05,.06,.05,.05,A,,,20170714024930,
300,20170714,.06,.05,.05,.06,.05,.05,.05,.06,.05,.05,.16,.16,.38,.11,.05,.05,.05,.05,.06,.05,.05,.06,.05,.06,.05,.06,.05,.06,.05,.06,.05,.06,.14,.08,.06,.08,.21,.29,.13,.07,.08,.07,.08,.09,.06,.06,.05,.06,A,,,20170715024957,
300,20170715,.05,.05,.06,.05,.06,.05,.05,.06,.05,.05,.05,.23,.15,.11,.05,.05,.07,.09,.07,.05,.12,.1,.09,.08,.06,.24,.46,.2,.41,.13,.11,.27,.13,.19,.12,.27,.12,.08,.08,.09,.07,.08,.07,.08,.07,.07,.17,.13,A,,,20170716025213,
300,20170716,.07,.05,.06,.05,.05,.06,.05,.06,.05,.05,.06,.05,.05,.06,.05,.05,.05,.06,.18,.12,.1,.12,.1,.07,.05,.95,.16,.21,.12,.36,.09,.32,.07,.07,.05,.3,.35,.47,.4,.24,.16,.08,.04,.04,.04,.02,.04,.02,A,,,20170717025214,
300,20170717,.04,.02,.03,.03,.02,.04,.02,.02,.04,.02,.24,.14,.17,.14,.03,.03,.03,.02,.02,.03,.02,.03,.03,.02,.03,.02,.04,.03,.03,.04,.02,.07,.16,.06,.17,.76,.45,.31,.22,.3,.43,.11,.34,.05,.05,.09,.1,.06,A,,,20170718024949,
300,20170718,.06,.05,.06,.05,.06,.05,.05,.06,.05,.05,.06,.05,.06,.09,.05,.05,.21,.09,.11,.05,.06,.05,.06,.09,.46,.28,.22,.06,.06,.05,.06,.06,.06,.12,.11,.23,.16,.14,.14,.13,.09,.08,.06,.05,.06,.05,.12,.11,A,,,20170719025213,
300,20170719,.06,.06,.05,.05,.06,.05,.06,.05,.06,.05,.05,.06,.05,.06,.07,.26,.17,.14,.17,.23,.43,.28,.12,.08,.07,.09,.07,.09,.07,.08,.05,.06,.22,.08,.09,.16,.12,.09,.55,.37,.25,.62,.09,.06,.05,.06,.05,.05,A,,,20170720024921,
300,20170720,.05,.05,.05,.06,.05,.05,.05,.05,.05,.05,.05,.05,.14,.32,.52,.46,1.5,1.05,.91,.91,.93,.94,.72,.06,.05,.06,.05,.06,.05,.11,.54,.09,.25,.43,.22,.27,.22,.21,.21,.19,.2,.19,.18,.86,1.08,.06,.06,.05,A,,,20170721025533,
300,20170721,.05,.05,.06,.05,.05,.05,.05,.06,.05,.05,.05,.05,.06,1.16,1.14,.68,1.44,1.09,.38,.05,.06,.05,.05,.05,.08,.23,.12,.11,.25,.07,.06,.13,.2,.25,.16,.2,.12,.06,.14,.16,.18,.43,.07,.07,.06,.05,.06,.05,A,,,20170722025256,
300,20170722,.05,.06,.05,.05,.05,.05,.05,.06,.05,.05,.05,.05,.05,.05,.05,1.36,.6,.39,.08,.65,.14,.06,.12,.09,.08,.09,.16,.09,.07,.07,.07,.07,.07,.07,.08,.26,.34,.42,1.08,.48,.19,.26,.11,.08,.06,.06,.05,.05,A,,,20170723025228,
300,20170723,.06,.06,.05,.05,.05,.05,.05,.05,.05,.06,.05,.05,.05,.05,.05,.05,.11,.18,.12,.12,.11,.12,.11,.08,.17,.16,.28,.18,.14,.12,.12,.11,.05,.07,.21,.25,.31,.29,.18,.33,.2,.18,.17,.15,.02,.03,.02,.03,A,,,20170724025224,
300,20170724,.02,.03,.02,.02,.03,.02,.02,.03,.02,.02,.63,1.42,.8,.1,.09,.08,.08,.05,.06,.08,.05,.16,.2,1.1,.28,.39,.13,.13,.12,.12,.15,.09,.15,.12,.64,.86,.76,.37,.44,.29,.26,.21,.1,.07,.06,.05,.06,.06,A,,,20170725025852,
300,20170725,.05,.06,.06,.05,.06,.05,.05,.06,.05,.06,.73,1.21,.43,.11,.07,.05,.06,.05,.05,.06,.05,.06,.05,.06,.06,.05,.06,.06,.05,.06,.06,.06,.22,.11,.08,.16,.08,.06,.11,.39,.2,.09,.05,.06,.06,.05,.06,.05,A,,,20170726025555,
300,20170726,.06,.05,.05,.06,.05,.05,.06,.05,.05,.06,.74,1.52,.61,.14,.07,.02,.02,.03,.02,.02,.03,.03,.03,.03,.02,.03,.03,.03,.02,.03,.04,.03,.1,.07,.04,.17,.8,.44,.2,.44,.14,.07,.05,.03,.04,.04,.03,.03,A,,,20170727025855,
300,20170727,.04,.02,.04,.02,.04,.02,.03,.03,.02,.04,.65,1.37,.17,.09,.02,.02,.02,.04,.02,.02,.04,.02,.04,.02,.04,.02,.04,.04,.13,.16,.14,.08,.08,.14,.02,.08,.73,.79,.27,.27,.19,.44,.08,.24,.1,.04,.04,.03,A,,,20170728025903,
300,20170728,.03,.03,.02,.04,.02,.03,.03,.02,.03,.03,.19,.17,.2,.1,.02,.02,.03,.03,.02,.03,.03,.02,.04,.03,.03,.04,.02,.04,.03,.03,.04,.08,.06,.05,.1,.07,.06,.06,.05,.06,.06,.05,.09,.11,.07,.05,.06,.05,A,,,20170729025858,
300,20170729,.06,.05,.06,.05,.06,.05,.05,.06,.05,.06,.05,.05,.22,.18,.14,.1,.1,.1,.1,.05,.08,.08,.14,.12,.11,.07,.12,.09,.09,.07,.09,.1,.17,.1,.06,.71,.41,.39,.57,.4,.27,.27,.16,.06,.07,.05,.06,.05,A,,,20170730025907,
300,20170730,.07,.05,.06,.05,.05,.06,.05,.05,.07,.05,.05,.05,.07,.06,.07,.18,.11,.16,.48,.14,.35,.08,.07,.06,.07,.1,.12,.18,.14,.12,.1,.11,.38,.52,1.12,.55,.39,.35,.22,.21,.22,.1,.07,.07,.06,.07,.07,.07,A,,,20170731025848,
300,20170731,.06,.06,.06,.06,.05,.06,.05,.06,.06,.06,.19,.22,.2,.4,.12,.2,.27,.08,.09,.07,.09,.08,.09,.09,.08,.09,.09,.09,.08,.09,.09,.09,.09,.08,.44,.72,.47,.38,.19,.2,.23,.13,.08,.07,.07,.06,.05,.06,A,,,20170801030151,
300,20170801,.06,.06,.05,.06,.05,.06,.05,.06,.05,.06,.19,.19,.18,.12,.05,.06,.05,.05,.06,.05,.06,.05,.06,.05,.06,.05,.06,.07,.06,.05,.07,.07,.18,.09,.07,.24,.08,.08,.26,.63,.17,.17,.33,.1,.35,.06,.06,.06,A,,,20170802030204,
300,20170802,.05,.07,.05,.07,.05,.05,.07,.05,.05,.05,.19,.18,.21,.09,.05,.05,.05,.06,.05,.05,.07,.05,.06,.05,.07,.05,.06,.07,.05,.07,.07,.05,.09,.07,.06,.31,.88,.55,.49,.19,.18,.1,.08,.07,.07,.05,.06,.06,A,,,20170803030520,
300,20170803,.05,.07,.05,.06,.05,.05,.07,.05,.05,.06,.18,.23,.18,.22,.28,.08,.36,.05,.05,.07,.05,.07,.05,.07,.12,.08,.07,.05,.07,.07,.06,.06,.12,.08,.06,.22,.17,.2,.24,.23,.21,.08,.06,.07,.06,.05,.06,.05,A,,,20170804030157,
300,20170804,.07,.05,.06,.05,.06,.05,.05,.06,.05,.06,.17,.18,.34,.11,.05,.05,.06,.05,.05,.06,.05,.06,.05,.07,.05,.07,.05,.07,.06,.05,.06,.06,.18,.1,.1,.07,1.53,.2,.15,.18,.25,.28,.1,.35,.06,.06,.05,.06,A,,,20170805031107,
300,20170805,.05,.05,.07,.05,.05,.05,.06,.05,.05,.05,.05,.06,.05,.34,.05,.05,.23,.14,.14,.16,.12,.09,.48,.38,.2,.16,.22,.09,.14,.12,.1,.06,.09,.13,.19,.22,.2,.88,.53,.21,.21,.2,.14,.06,.07,.05,.06,.05,A,,,20170806030459,
300,20170806,.06,.05,.05,.06,.05,.05,.06,.05,.05,.05,.06,.05,.05,.05,.05,.15,.11,.16,.16,.24,.37,.11,.43,.08,.06,.06,.07,.07,.06,.08,.08,.1,.13,.17,.13,.12,.08,.09,.09,.08,.09,.09,.16,.09,.08,.06,.07,.06,A,,,20170807030532,
300,20170807,.05,.07,.05,.07,.05,.06,.05,.06,.05,.06,.05,.06,.07,.17,.17,.15,.25,.17,.15,.1,.06,.05,.07,.15,.1,.07,.07,.06,.13,.13,.13,.12,.05,.06,.08,.52,.46,.17,.28,.3,.16,.16,.06,.03,.04,.04,.03,.06,A,,,20170808030744,
300,20170808,.08,.04,.04,.02,.04,.02,.04,.02,.02,.04,.03,.02,.1,.12,.15,.13,.13,.3,.35,.2,.06,.06,.14,.1,.09,.06,.16,.42,.53,.12,.4,.08,.32,.11,.09,.15,.23,.17,.21,.21,.2,.22,.2,.08,.03,.03,.04,.02,A,,,20170809030805,
300,20170809,.02,.04,.02,.02,.02,.02,.04,.02,.02,.02,.02,.02,.02,.15,.06,.02,.19,.06,.27,.04,.06,.02,.04,.02,.1,0,.02,.09,.09,.56,.56,.28,.04,.08,.16,.19,1.1,.15,.15,.15,.16,.41,.08,.31,.04,.04,.02,.04,V,,,20170811143048,
400,1,24,A,,
400,25,25,A,79,Power Outage Alarm 
400,26,26,A,,
400,27,27,A,79,Power Outage Alarm 
400,28,48,A,,
300,20170810,.02,.04,.02,.04,.02,.03,.03,.02,.02,.04,.15,.16,.38,.22,.12,.04,.02,.04,.02,.02,.04,.03,.03,.04,.04,.03,.04,.03,.04,.04,.03,.03,.07,.08,.06,.62,.44,.25,.22,.18,.07,.07,.07,.05,.06,.05,.07,.05,A,,,20170811033739,
300,20170811,.07,.05,.07,.05,.06,.06,.05,.07,.05,.05,.25,.2,.22,.05,.07,.05,.05,.07,.05,.07,.05,.07,.05,.07,.06,.05,.07,.07,.05,.07,.07,.06,.07,.07,.08,.52,.99,.22,.25,.28,.25,.21,.2,.19,.08,.07,.06,.06,A,,,20170812031119,
300,20170812,.07,.05,.06,.06,.05,.07,.05,.07,.05,.06,.19,.17,.19,.17,.48,.14,.36,.06,.08,.07,.11,.09,.1,.08,.17,.12,.07,.09,.09,.07,.11,.08,.07,.06,.06,.07,.22,.34,.21,.22,.2,.19,.08,.06,.07,.07,.05,.07,A,,,20170813032843,
300,20170813,.05,.07,.05,.07,.05,.07,.05,.05,.07,.05,.05,.2,.19,.12,.11,.11,.11,.13,.12,.22,.14,.09,.07,.42,.17,.29,.35,.14,.12,.13,.13,.09,.11,.13,.08,.62,.41,.27,.3,.31,.23,.14,.05,.03,.04,.04,.03,.04,A,,,20170814030813,
300,20170814,.02,.04,.02,.04,.02,.04,.02,.02,.04,.02,.22,.16,.15,.19,.09,.03,.02,.03,.02,.03,.02,.03,.02,.03,.03,.03,.02,.03,.03,.03,.03,.03,.03,.05,.07,.15,.12,.76,.19,.17,.17,.18,.16,.33,.07,.31,.03,.04,A,,,20170815033731,
300,20170815,.03,.03,.04,.02,.04,.03,.04,.03,.04,.03,.03,.02,.06,.07,.06,.06,.12,.07,.14,.22,.46,.16,.31,.03,.03,.04,.04,.04,.04,.04,.04,.11,.08,.08,.07,.09,.08,.06,.06,.06,.06,.09,.1,.07,.07,.06,.06,.06,A,,,20170816031337,
300,20170816,.06,.06,.06,.06,.06,.05,.07,.15,.16,.16,.17,.18,.16,.19,.19,.06,.06,.06,.05,.05,.06,.06,.16,.34,.49,.28,.12,.07,.07,.08,.06,.07,.1,.13,.14,.13,.51,.5,.4,.25,.46,.15,.06,.04,.03,.03,.04,.04,A,,,20170817031422,
300,20170817,.03,.03,.03,.03,.03,.04,.04,.03,.03,.03,.03,.03,.08,.04,.04,.1,.19,.06,.03,.04,.03,.03,.03,.03,.04,.03,.03,.57,.21,.07,.08,.04,.04,.08,.13,.12,.54,.14,.15,.1,.15,.21,.2,.3,.24,.04,.04,.04,A,,,20170818031435,
300,20170818,.03,.03,.03,.03,.03,.03,.03,.03,.03,.03,.02,.03,.04,.07,.05,.14,.25,.1,.09,.03,.03,.03,.03,.03,.03,.08,.08,.08,.17,.08,.07,.08,.09,.06,.04,.05,.08,.72,.33,.15,.17,.17,.17,.19,.29,.07,.34,.03,A,,,20170819034349,
300,20170819,.03,.03,.02,.03,.02,.03,.02,.02,.04,.02,.02,.02,.04,.02,.02,1.04,.93,.08,.07,.04,.15,.13,.15,.15,.14,.61,.12,.22,.22,.12,.11,.07,.09,.07,.51,.67,.66,.67,1.52,.36,.17,.32,.17,.41,.54,.09,.36,.09,A,,,20170820031415,
300,20170820,.07,.05,.05,.07,.05,.05,.05,.05,.05,.05,.05,.05,.05,.05,1.22,.69,.63,.71,.21,.2,.17,.18,.17,.25,.18,.24,.17,.1,.07,.06,.05,.07,.07,.05,.08,.1,.25,.17,.16,.17,.17,.13,.12,.03,.04,.02,.03,.08,A,,,20170821031407,
300,20170821,.03,.04,.02,.02,.04,.02,.02,.02,.04,.02,.02,.02,.02,.04,.02,.02,.15,.05,.02,.06,.1,.09,.1,.05,.46,.1,.09,.08,.09,.1,.1,.09,.07,.07,.07,.11,.12,.1,.11,.1,.11,.07,.05,.03,.04,.02,.02,.1,A,,,20170822031411,
300,20170822,.04,.04,.02,.04,.02,.03,.04,.02,.04,.03,.02,.04,.03,.07,.04,.08,.17,.1,.08,.07,.3,.29,.13,.32,.08,.17,.17,.16,.13,.71,.3,.14,.06,.07,.06,.15,.16,.12,.09,.09,.29,.22,.2,.09,.07,.06,.05,.06,A,,,20170823033748,
300,20170823,.05,.06,.05,.06,.05,.06,.05,.06,.05,.06,.05,.05,.08,.1,.07,.23,.1,.09,.22,.34,.12,.09,.29,.06,.06,.05,.06,.07,.07,.05,.06,.07,.07,.06,.15,.2,.53,.44,.24,.25,.2,.19,.14,.08,.06,.06,.07,.06,A,,,20170824031652,
300,20170824,.06,.07,.05,.07,.05,.07,.05,.06,.05,.06,.05,.06,.05,.07,.05,.04,.02,.16,.06,.08,.08,.06,.08,.15,.15,.09,.29,.09,.41,.31,.14,.05,.03,.03,.17,.8,.83,.81,.33,.19,.1,.08,.06,.05,.05,.05,.04,.03,A,,,20170825032016,
300,20170825,.04,.04,.02,.04,.02,.04,.02,.04,.02,.04,.02,.02,.04,.05,.05,.04,.02,.16,.23,.35,.35,.27,.08,.19,.07,.09,.13,.03,.04,.04,.02,.04,.04,.03,.06,.12,.1,.11,.17,.22,.16,.14,.16,.1,.04,.02,.1,.04,A,,,20170826034057,
300,20170826,.03,.04,.02,.02,.04,.03,.02,.02,.04,.02,.02,.02,.05,.03,.02,.02,.02,.14,.14,.11,.11,.3,.54,.25,.35,.11,.34,.1,.15,.07,.04,.08,.09,.07,.06,.07,.63,.51,.19,.18,.17,.18,.19,.14,.07,.07,.05,.06,A,,,20170827033755,
300,20170827,.05,.05,.06,.05,.06,.05,.06,.06,.05,.06,.05,.22,.17,.11,.07,.05,.06,.06,.05,.07,.05,.17,.12,.13,.11,.12,.08,.07,.08,.06,.08,.08,.06,.06,.09,.17,.18,.14,.2,.49,.24,.46,.21,.1,.04,.04,.03,.04,A,,,20170828031646,
300,20170828,.03,.03,.03,.03,.02,.04,.02,.02,.04,.02,.02,.02,.04,.19,.14,.06,.02,.02,.02,.04,.02,.02,.04,.02,.04,.02,.04,.02,.04,.03,.03,.04,.02,.04,.08,.03,.73,.7,.21,.39,.75,.76,.72,.04,.04,.02,.02,.04,A,,,20170829032551,
300,20170829,.02,.02,.02,.04,.02,.02,.02,.02,.02,.02,.02,.02,.02,1.11,.91,.48,.1,.06,.34,.02,.04,.02,.04,.02,.04,.02,.04,.03,.03,.04,.02,.04,.04,.02,.06,.14,.43,.26,.08,.37,.32,.61,.17,.04,.04,.02,.03,.03,A,,,20170830035859,
300,20170830,.02,.03,.02,.03,.02,.03,.02,.02,.03,.02,.28,1.57,.54,.13,.03,.02,.02,.04,.02,.02,.04,.02,.04,.02,.04,.02,.04,.02,.04,.03,.03,.04,.02,.07,.04,.62,.33,.16,.14,.15,.17,.14,.14,.37,.14,.28,.1,.03,A,,,20170831035259,
300,20170831,.04,.02,.03,.04,.02,.02,.04,.02,.02,.02,.04,.02,.06,.07,.05,.02,.02,.27,.11,.06,.06,.02,.04,.1,.12,.09,.15,.15,.03,.04,.03,.03,.04,.03,.03,.09,.36,.5,.17,.16,.14,.1,.05,.02,.04,.09,.06,.11,A,,,20170901072422,
300,20170901,.12,.04,.03,.02,.04,.02,.02,.04,.02,.02,.04,.02,.02,.06,.06,.02,.02,.09,.11,.07,.02,.03,.09,.87,.09,.12,.27,.08,.31,.07,.24,.05,.08,.07,.07,.07,.12,.14,.11,.12,.12,.04,.04,.03,.04,.03,.04,.14,A,,,20170902040502,
300,20170902,.05,.03,.04,.02,.04,.02,.02,.04,.02,.02,.04,.02,.16,.02,.02,.04,.02,.1,.07,.06,.06,.09,.11,.09,.02,.04,.06,.13,.12,.11,.11,.09,.04,.17,.07,.04,.04,.03,.03,.04,.04,.02,.04,.04,.02,.08,.06,.04,A,,,20170903035909,
300,20170903,.03,.04,.04,.02,.04,.02,.04,.02,.04,.02,.03,.03,.02,.04,.02,.16,.04,.03,.03,.03,.04,.04,.14,.33,.45,.43,.16,.07,.04,.04,.04,.06,.14,.08,.26,.22,.6,.35,.32,.28,.2,.22,.16,.09,.04,.03,.04,.04,A,,,20170904035558,
300,20170904,.02,.04,.03,.03,.04,.02,.04,.02,.04,.02,.04,.02,.04,.02,.07,.19,.11,.12,.07,.11,.17,.22,.1,.1,.19,.16,.11,.1,.09,.04,.03,.03,.04,.13,.25,.48,.22,.19,.21,.22,.15,.14,.14,.26,.2,.37,.05,.28,A,,,20170905041110,
300,20170905,.04,.03,.04,.02,.04,.02,.04,.02,.03,.03,.02,.04,.03,.02,.05,.03,.07,.12,.04,.02,.04,.02,.04,.03,.03,.04,.02,.04,.12,.21,.09,.07,.05,.07,.05,.14,.17,.15,.2,.15,.14,.15,.15,.25,.21,.07,.03,.04,A,,,20170906040511,
300,20170906,.02,.02,.04,.02,.02,.03,.03,.02,.02,.02,.04,.02,.05,.05,.08,.02,.15,.2,.07,.02,.04,.03,.04,.03,.04,.02,.04,.04,.09,.14,.09,.06,.31,.05,.3,.13,.13,.22,.18,.05,.06,.05,.05,.06,.05,.06,.06,.03,A,,,20170907035934,
300,20170907,.04,.02,.02,.04,.02,.02,.04,.02,.02,.02,.02,.04,.02,.03,.06,.04,.07,1.03,.55,.07,.07,.03,.03,.04,.02,.04,.03,.1,.1,.18,.09,.09,.2,.03,.77,.43,.65,.81,.23,.18,.46,.22,.11,.59,.04,.03,.04,.03,A,,,20170908035907,
300,20170908,.03,.04,.03,.02,.04,.02,.02,.04,.02,.02,.16,.14,.21,.3,.02,.02,.02,.04,.02,.02,.04,.02,.04,.02,.04,.03,.03,.04,.03,.04,.04,.03,.14,.07,.05,.2,.34,.19,.16,.14,.16,.18,.42,.07,.28,.1,.03,.03,A,,,20170909033154,
300,20170909,.02,.04,.02,.04,.02,.02,.04,.02,.02,.03,.03,.57,.93,.09,.07,.05,.1,.12,.08,.1,.04,.07,.07,.1,.08,.06,.08,.08,.08,.07,.05,.06,.2,.04,.03,.03,.04,.03,.02,.04,.02,.03,.04,.02,.04,.02,.04,.02,A,,,20170910035912,
300,20170910,.04,.02,.04,.02,.02,.04,.02,.04,.02,.02,.04,.02,.02,.04,.02,.02,.04,.02,.02,.04,.02,.04,.03,.03,.06,.16,.13,.06,.06,.04,.04,.63,.2,.07,.09,.1,.36,.27,.19,.1,.04,.05,.03,.05,.02,.06,.09,.18,A,,,20170911040224,
300,20170911,.11,.03,.05,.02,.04,.04,.02,.03,.05,.02,.02,.04,.04,.02,.02,.15,.07,.04,.02,.06,.05,.15,.34,.05,.3,.02,.05,.04,.04,.04,.03,.05,.03,.05,.05,.1,.15,1.03,.17,.15,.09,.09,.04,.03,.06,.02,.06,.22,A,,,20170912041839,
300,20170912,.11,.03,.05,.04,.02,.02,.05,.03,.02,.02,.04,.04,.02,.08,.07,.04,.09,.13,.08,.1,.1,.02,.09,.09,.07,.1,.14,.1,.02,.06,.02,.06,.02,.07,.03,.08,.28,.16,.72,.31,.17,.1,.09,.04,.03,.06,.02,.03,A,,,20170913040540,
300,20170913,.06,.09,.06,.05,.02,.06,.03,.02,.05,.03,.19,.25,.19,.14,.04,.02,.02,.06,.02,.03,.06,.02,.04,.04,.02,.06,.02,.06,.03,.05,.04,.05,.17,.08,.11,.13,.2,.21,.24,.51,.29,.5,.19,.08,.13,.06,.03,.05,A,,,20170914040815,
300,20170914,.02,.06,.02,.04,.04,.02,.06,.02,.04,.05,.02,.04,.05,.07,.09,.05,.02,.02,.04,.09,.08,.14,.08,.06,.06,.2,.29,.21,.05,.04,.03,.02,.21,.02,.04,.3,.73,.38,.29,.33,.61,.35,.45,.06,.28,.13,.03,.02,A,,,20170915040232,
300,20170915,.02,.02,.02,.06,.03,.02,.02,.02,.02,.02,.02,.02,.02,.02,.06,.35,.04,.07,.11,.15,.14,.14,.06,.07,.13,.07,.06,.05,.02,.04,.04,.02,.05,.03,.02,.06,.02,.02,.06,.02,.02,.04,.04,.02,.02,.02,.06,.02,A,,,20170916040827,
300,20170916,.02,.02,.11,.24,.03,.03,.03,.02,.02,.02,.04,.05,.02,.02,.02,.02,.02,.02,.11,.11,.08,.09,.08,.22,.03,.04,.04,.02,.06,.02,.04,.04,.81,.09,.05,.59,.33,.19,.19,.16,.04,.06,.02,.05,.03,.02,.06,.16,A,,,20170917035608,
300,20170917,.03,.02,.06,.02,.02,.04,.04,.02,.02,.03,.05,.02,.02,.02,.06,.07,.06,.2,.1,.07,.06,.12,.09,.07,.43,1.22,.12,.21,.1,.36,.1,.32,.07,.08,.19,.19,.21,.17,.28,.21,.19,.25,.2,.19,.15,.12,.11,.19,A,,,20170918040827,
300,20170918,.14,.06,.03,.05,.04,.02,.02,.02,.05,.03,.02,.02,.02,.04,.04,.03,.23,.11,.05,.05,.12,.14,.06,.05,.08,.07,.05,.08,.07,.08,.14,.09,.09,.11,.07,.13,.2,.17,.43,.35,.3,.1,.03,.04,.05,.02,.03,.05,A,,,20170919040821,
300,20170919,.09,.07,.05,.02,.04,.04,.02,.02,.02,.06,.02,.02,.04,.09,.05,.04,.13,.05,.05,.02,.02,.06,.02,.04,.05,.02,.06,.03,.15,.59,.3,.22,.02,.06,.05,.11,.27,.79,.22,.24,.21,.22,.21,.2,.22,.07,.03,.06,A,,,20170920041724,
300,20170920,.03,.02,.05,.04,.02,.02,.06,.03,.02,.02,.04,.05,.03,.07,.06,.07,.06,.07,.05,.04,.02,.04,.05,.02,.05,.05,.13,.26,.16,.12,.29,.08,.07,.09,.05,.06,.04,.55,.52,.17,.22,.23,.17,.1,.06,.03,.04,.05,A,,,20170921031753,
300,20170921,.02,.03,.05,.02,.02,.05,.03,.02,.02,.06,.02,.02,.02,.05,.08,.02,.02,.05,.07,.21,.13,.09,.12,.09,.06,.05,.06,.02,.07,.12,.11,.07,.04,.07,.09,.09,.31,.22,.25,.22,.23,.25,.27,.07,.3,.02,.02,.05,A,,,20170922031745,
300,20170922,.05,.02,.02,.05,.05,.02,.02,.04,.05,.02,.02,.02,.07,.1,.09,.07,.15,.09,.06,.06,.08,.04,.06,.11,.1,.22,.25,.11,.17,.24,.11,.14,.05,.08,.05,.16,.79,.59,.28,.33,.39,.36,.32,.4,.37,.37,.35,.18,A,,,20170923032230,
300,20170923,.08,.05,.06,.04,.04,.05,.02,.04,.04,.02,.03,.12,.07,.06,.04,.04,.04,.2,.11,.04,.06,.02,.05,.05,.03,.15,.25,.23,.12,.07,.1,.16,.1,.27,.11,.36,.32,.2,.05,.06,.09,.14,.23,.28,.19,.11,.12,.07,A,,,20170924031940,
